Name,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD),Volume (ESD),Width
2022-09-30_AM-Sample_Raw-Lake_Test1,260.1522,260.1522,0.1219,196.6609,196.7260,196.7601,988.1909,2267.2989,3156.4941,0.3404,0,1555,412,671,7.6633,4.9078,1000.0000,7.6932,5.1391,1000.0000,0.2312,0.0000,0.1562,0.1350,6.4034,143.1877,0.4546,09-30-2022 13:54:21,18.1999,44.8950,18.1999,46.6642,467.7190,18.0615,-30.0000,65.0000,0.1111,0.9000,0.0000,0.0554,74.3166,4.1146,1555,142,217,0,0,181.4380,66.8886,2,156.8626,0.9997,1.0005,1.0002,1.0955,0.0000,0.0000,0.0000,36.1273,2409057,0.0000,0,0.0000,0.0000,478815.0000,0.3122,09-30-2022 13:54:21,09-30-2022 13:54:21,0.5946,ED4DFCB640E811ED8B1900301809E817,3156.4941,47379.6562,13.1054
2022-09-30_AM-Sample_Raw-Lake_Test1,87.0723,87.0723,0.6686,194.8611,194.9899,195.1288,543.1066,529.7667,611.2008,0.3404,0,1556,844,150,7.5370,4.6460,1000.0000,7.5372,4.7124,1000.0000,0.0664,0.5917,0.5776,0.8734,1.7314,40.2781,0.9092,09-30-2022 13:54:21,10.5292,12.0842,10.5292,61.7402,467.9070,3.1187,-25.0000,75.0000,0.3362,0.7484,0.0000,0.3206,18.8763,6.0526,1556,75,85,0,0,149.0101,14.1266,1,49.8577,0.9993,1.0014,1.0007,1.2378,0.0000,0.0000,0.0000,59.0484,2409058,0.0000,0,0.0000,0.0000,146924.0000,0.6315,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1287,ED4DFFF840E811ED8B1900301809E817,611.2008,923.9582,9.3610
2022-09-30_AM-Sample_Raw-Lake_Test1,149.4358,149.4358,0.2120,200.6947,200.8455,200.9416,722.4488,1914.9391,1374.1873,0.3404,0,1557,749,1049,7.6589,4.7751,1000.0000,7.6782,4.8817,1000.0000,0.1066,0.0000,0.3288,0.1893,3.0410,83.4954,0.5325,09-30-2022 13:54:21,13.7938,25.8988,13.7938,75.4074,468.5320,7.4188,60.0000,-40.0000,0.0109,0.9892,0.0000,0.1348,36.9936,4.9865,1557,134,117,0,0,151.6099,36.5930,2,83.9603,0.9992,1.0012,1.0005,1.0056,0.0000,0.0000,0.0000,34.1164,2409059,0.0000,0,0.0000,0.0000,241363.0000,0.6755,09-30-2022 13:54:21,09-30-2022 13:54:21,0.4674,ED4E036340E811ED8B1900301809E817,1374.1873,9095.6946,11.0630
2022-09-30_AM-Sample_Raw-Lake_Test1,137.2597,138.1944,0.1807,199.4224,199.6068,199.7912,611.3521,430.8026,1209.7017,0.3404,0,1558,756,902,7.6589,4.7751,1000.0000,7.6782,4.8817,1000.0000,0.1066,0.0000,0.2989,0.3335,3.3456,72.0585,0.9129,09-30-2022 13:54:21,13.2199,22.2016,13.2648,39.1850,468.5320,8.3914,-85.0000,10.0000,0.1564,0.8648,0.0000,0.1192,37.9861,4.5268,1558,140,71,0,0,182.6773,32.8486,1,85.0257,0.9991,1.0018,1.0009,1.1800,0.0000,0.0000,0.0000,37.3261,2409059,0.0000,0,0.0000,0.0000,269449.0000,0.7471,09-30-2022 13:54:21,09-30-2022 13:54:21,0.4046,ED4E090040E811ED8B1900301809E817,1209.7017,5729.9925,5.6166
2022-09-30_AM-Sample_Raw-Lake_Test1,1135.3810,1146.0749,0.4578,157.8988,157.3450,156.8285,12211.5875,20739.4202,28779.0338,0.3404,0,1559,368,209,7.6589,4.7751,1000.0000,7.6782,4.8817,1000.0000,0.1066,0.1884,0.3138,0.7218,3.1864,151.2777,0.8491,09-30-2022 13:54:21,38.0212,47.4385,38.1998,63.7776,468.5320,7.8836,30.0000,-70.0000,0.7135,0.5836,0.0000,0.1268,98.8652,12.5406,1559,159,210,0,0,121.4340,57.6978,4,222.8117,1.0035,0.9932,0.9967,1.4729,0.0000,0.0000,0.0000,52.0305,2409059,0.0000,0,0.0000,0.0000,1287686.0000,0.6523,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1985,ED4E0C9C40E811ED8B1900301809E817,28779.0338,55897.4604,27.4022
2022-09-30_AM-Sample_Raw-Lake_Test1,170.7823,177.6116,0.6271,185.4248,185.3101,185.2038,489.9889,3701.6179,1678.9129,0.3404,0,1560,372,142,7.7086,4.7829,1000.0000,7.7237,4.8585,1000.0000,0.0756,0.0887,0.1130,0.4908,8.8494,70.7309,0.5698,09-30-2022 13:54:21,14.7461,21.8234,15.0380,55.2757,468.6250,25.7623,0.0000,60.0000,1.9391,0.3402,0.0000,0.0388,74.5340,2.8931,1560,104,119,0,0,174.8664,25.3598,3,154.8544,1.0006,0.9988,0.9994,2.1893,0.0000,0.0000,0.0000,27.8801,2409060,0.0000,0,0.0000,0.0000,314060.0000,0.4127,09-30-2022 13:54:21,09-30-2022 13:54:21,0.3243,ED4E0FD140E811ED8B1900301809E817,1678.9129,5442.1084,16.8498
2022-09-30_AM-Sample_Raw-Lake_Test1,106.8247,106.8247,0.7878,203.6008,203.7263,203.8992,810.1385,754.4756,830.5601,0.3404,0,1561,692,1078,7.5598,4.6969,1000.0000,7.5564,4.7663,1000.0000,0.0695,0.6688,0.6520,0.9485,1.5338,41.5258,0.9793,09-30-2022 13:54:21,11.6625,12.4530,11.6625,49.3835,469.5160,2.4024,-40.0000,40.0000,0.2528,0.7982,0.0000,0.4163,18.1239,7.5441,1561,80,81,0,0,133.3627,14.4670,1,51.3361,0.9994,1.0015,1.0008,1.2362,0.0000,0.0000,0.0000,64.2050,2409061,0.0000,0,0.0000,0.0000,157368.0000,0.5001,09-30-2022 13:54:21,09-30-2022 13:54:21,0.0635,ED4E130340E811ED8B1900301809E817,830.5601,1011.1535,10.7226
2022-09-30_AM-Sample_Raw-Lake_Test1,122.7641,122.7641,0.0175,196.8884,196.9071,196.8330,157.7762,99.0329,1023.2238,0.3404,0,1562,811,469,7.5116,4.6335,1000.0000,7.5252,4.7361,1000.0000,0.1026,0.0000,0.0335,0.0213,29.8364,219.1099,0.5282,09-30-2022 13:54:21,12.5023,69.0728,12.5023,31.4504,470.1100,91.7229,-75.0000,15.0000,0.1021,0.9073,0.0000,0.0109,119.1157,1.2986,1562,357,120,0,0,171.5176,108.0770,4,240.8287,0.9999,0.9997,0.9996,1.0991,0.0000,0.0000,0.0000,6.4181,2409062,0.0000,0,0.0000,0.0000,228976.0000,0.2638,09-30-2022 13:54:21,09-30-2022 13:54:21,0.8190,ED4E161540E811ED8B1900301809E817,1023.2238,172552.1739,4.9358
2022-09-30_AM-Sample_Raw-Lake_Test1,181.2939,182.2414,0.1252,201.4541,201.4742,201.5353,812.4941,508.6041,1836.2788,0.3404,0,1563,644,1753,7.3682,4.5219,1000.0000,7.3888,4.7319,1000.0000,0.2101,0.0000,0.2586,0.2348,3.8673,91.2715,0.9137,09-30-2022 13:54:21,15.1931,28.3667,15.2328,32.3047,471.5000,10.0499,-80.0000,10.0000,0.1114,0.8998,0.0000,0.0995,47.0997,4.6866,1563,166,76,0,0,187.0538,42.3798,1,103.5725,0.9999,1.0004,1.0003,1.1348,0.0000,0.0000,0.0000,32.9584,2409063,0.0000,0,0.0000,0.0000,354654.0000,0.7779,09-30-2022 13:54:21,09-30-2022 13:54:21,0.4644,ED4E193D40E811ED8B1900301809E817,1836.2788,11951.5309,5.2762
2022-09-30_AM-Sample_Raw-Lake_Test1,137.7789,137.7789,0.5840,195.6534,195.2176,194.5635,520.3115,1480.8205,1216.5726,0.3404,0,1564,789,701,7.2667,4.4706,1000.0000,7.2581,4.5828,1000.0000,0.1122,0.1650,0.2314,0.6429,4.3222,60.9411,0.6791,09-30-2022 13:54:21,13.2448,18.7031,13.2448,64.6898,471.6250,11.4915,20.0000,-90.0000,0.8764,0.5329,0.0000,0.0870,44.3923,3.8631,1564,81,111,0,0,143.4561,23.6578,3,96.5108,1.0022,0.9944,0.9966,1.5837,0.0000,0.0000,0.0000,29.8590,2409064,0.0000,0,0.0000,0.0000,212315.0000,0.2795,09-30-2022 13:54:21,09-30-2022 13:54:21,0.2918,ED4E1C5F40E811ED8B1900301809E817,1216.5726,3425.6157,12.4246
2022-09-30_AM-Sample_Raw-Lake_Test1,94.5775,95.4929,0.6384,201.9491,201.8500,201.8509,371.3329,790.0651,691.9040,0.3404,0,1565,895,1658,7.7018,4.7716,1000.0000,7.7215,4.8279,1000.0000,0.0564,0.4028,0.2958,0.7246,3.3803,48.4409,0.7470,09-30-2022 13:54:21,10.9736,14.7601,11.0266,65.9144,472.1880,8.5020,-85.0000,15.0000,0.8512,0.5402,0.0000,0.1176,32.4519,3.8170,1565,95,81,0,0,154.5151,17.5306,1,72.5377,1.0005,0.9995,1.0000,1.4974,0.0000,0.0000,0.0000,27.6980,2409065,0.0000,0,0.0000,0.0000,163786.0000,0.5566,09-30-2022 13:54:21,09-30-2022 13:54:21,0.2565,ED4E1F6740E811ED8B1900301809E817,691.9040,1683.7146,11.0630
2022-09-30_AM-Sample_Raw-Lake_Test1,146.7255,146.7255,0.8203,203.9393,204.1884,204.5971,931.0168,1301.9343,1336.9718,0.3404,0,1566,209,1663,7.7471,4.8334,1000.0000,7.7580,4.8690,1000.0000,0.0356,0.6531,0.4843,0.9319,2.0649,50.6707,0.9003,09-30-2022 13:54:21,13.6681,15.4220,13.6681,33.9133,472.7190,4.2518,-10.0000,-65.0000,0.5844,0.6311,0.0000,0.2352,27.7763,6.5328,1566,88,95,0,0,145.1686,17.5306,1,68.6181,0.9988,1.0032,1.0020,1.3542,0.0000,0.0000,0.0000,73.5099,2409066,0.0000,0,0.0000,0.0000,227334.0000,0.6367,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1137,ED4E228940E811ED8B1900301809E817,1336.9718,1920.5325,13.1054
2022-09-30_AM-Sample_Raw-Lake_Test1,87.4770,88.9956,0.6667,201.2869,201.3465,201.4566,680.9850,509.2314,615.4667,0.3404,0,1567,590,1105,7.7574,4.8271,1000.0000,7.7739,4.9156,1000.0000,0.0885,0.6450,0.6864,0.9088,1.4568,38.5454,0.9814,09-30-2022 13:54:21,10.5536,11.5547,10.6448,60.2564,473.0790,2.1006,-90.0000,0.0000,0.1632,0.8597,0.0000,0.4761,15.6402,7.4456,1567,84,71,0,0,160.4747,13.4458,1,46.1717,0.9997,1.0008,1.0005,1.1979,0.0000,0.0000,0.0000,56.4154,2409067,0.0000,0,0.0000,0.0000,158870.0000,0.7289,09-30-2022 13:54:21,09-30-2022 13:54:21,0.0866,ED4E25A840E811ED8B1900301809E817,615.4667,807.7434,9.0206
2022-09-30_AM-Sample_Raw-Lake_Test1,223.0697,229.7655,0.9390,194.8267,194.1746,193.3994,3217.5188,2551.1840,2506.2509,0.3404,0,1568,375,272,7.5984,4.6770,1000.0000,7.6154,4.7604,1000.0000,0.0834,0.8779,0.8367,0.9933,1.1951,57.7184,0.9956,09-30-2022 13:54:21,16.8529,17.6630,17.1040,79.3720,473.5940,1.0000,-25.0000,-90.0000,0.0000,1.1594,0.0000,1.0000,16.0009,16.0009,1568,94,96,0,0,133.7586,18.5518,1,64.0035,1.0034,0.9927,0.9960,1.1089,0.0000,0.0000,0.0000,40.9452,2409068,0.0000,0,0.0000,0.0000,306441.0000,0.8575,09-30-2022 13:54:21,09-30-2022 13:54:21,0.0459,ED4E28CD40E811ED8B1900301809E817,2506.2509,2885.2961,16.8498
2022-09-30_AM-Sample_Raw-Lake_Test1,94.7809,96.9179,0.5556,192.6186,192.3559,192.1215,489.8939,552.0589,694.1369,0.3404,0,1569,645,519,7.6125,4.6870,1000.0000,7.6292,4.7615,1000.0000,0.0745,0.4976,0.4318,0.8048,2.3161,43.8337,0.9209,09-30-2022 13:54:21,10.9854,13.2472,11.1085,49.8910,473.6880,5.0792,-25.0000,-85.0000,0.4983,0.6674,0.0000,0.1969,25.2466,4.9706,1569,70,93,0,0,160.2458,16.8498,1,60.4343,1.0014,0.9974,0.9988,1.3787,0.0000,0.0000,0.0000,32.6445,2409069,0.0000,0,0.0000,0.0000,170181.0000,0.7156,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1707,ED4E2BEF40E811ED8B1900301809E817,694.1369,1217.2343,8.3398
2022-09-30_AM-Sample_Raw-Lake_Test1,116.4764,118.0208,0.5404,197.9725,198.0440,198.0636,198.5727,6374.0632,945.6283,0.3404,0,1570,861,1003,7.6482,4.7327,1000.0000,7.6588,4.8039,1000.0000,0.0712,0.1284,0.0580,0.2141,17.2343,79.8822,0.3397,09-30-2022 13:54:21,12.1779,24.7452,12.2584,55.9598,474.0470,52.1239,65.0000,-25.0000,1.7723,0.3607,0.0000,0.0192,88.2337,1.6928,1570,133,103,0,0,179.3093,31.8274,2,179.8529,0.9996,1.0005,1.0001,2.2515,0.0000,0.0000,0.0000,23.6820,2409070,0.0000,0,0.0000,0.0000,228440.0000,0.4558,09-30-2022 13:54:21,09-30-2022 13:54:21,0.5079,ED4E2F1040E811ED8B1900301809E817,945.6283,7933.6117,15.4882
2022-09-30_AM-Sample_Raw-Lake_Test1,89.2995,90.2117,0.8268,197.5615,197.6171,197.7579,718.3032,604.6133,634.8009,0.3404,0,1571,442,715,7.6897,4.8271,1000.0000,7.7059,5.0955,1000.0000,0.2684,0.7655,0.7032,0.9558,1.4221,39.1550,0.9617,09-30-2022 13:54:21,10.6630,11.7627,10.7173,45.6154,474.1100,1.9564,-90.0000,-25.0000,0.1586,0.8631,0.0000,0.5111,15.1839,7.7610,1571,83,77,0,0,172.0278,13.1054,1,45.8897,0.9997,1.0010,1.0007,1.1720,0.0000,0.0000,0.0000,46.8586,2409071,0.0000,0,0.0000,0.0000,173404.0000,0.7426,09-30-2022 13:54:21,09-30-2022 13:54:21,0.0935,ED4E322F40E811ED8B1900301809E817,634.8009,852.1595,10.0418
2022-09-30_AM-Sample_Raw-Lake_Test1,140.3767,144.5382,0.4831,203.4990,203.5548,203.6385,686.6849,1163.6348,1251.1413,0.3404,0,1572,202,1742,7.7020,4.7822,1000.0000,7.7149,4.9198,1000.0000,0.1376,0.1478,0.3259,0.6506,3.0681,58.1663,0.8168,09-30-2022 13:54:21,13.3691,17.8521,13.5658,66.7183,474.5630,7.5056,-55.0000,40.0000,0.6695,0.5990,0.0000,0.1332,36.6562,4.8838,1572,102,97,0,0,134.5296,21.9558,1,83.0801,0.9997,1.0007,1.0004,1.4283,0.0000,0.0000,0.0000,57.0873,2409072,0.0000,0,0.0000,0.0000,202467.0000,0.2053,09-30-2022 13:54:21,09-30-2022 13:54:21,0.2511,ED4E355440E811ED8B1900301809E817,1251.1413,2978.9674,11.4034
2022-09-30_AM-Sample_Raw-Lake_Test1,333.9336,334.9044,0.9514,192.7931,192.5995,192.3262,2942.7214,4977.0456,4590.4367,0.3404,0,1573,182,600,7.7372,4.8081,1000.0000,7.7571,4.9280,1000.0000,0.1199,0.6034,0.4944,0.9367,2.0225,75.8035,0.9056,09-30-2022 13:54:21,20.6198,23.4214,20.6498,65.1667,474.6250,4.1106,20.0000,-30.0000,0.5305,0.6534,0.0000,0.2433,39.8557,9.6958,1573,109,118,0,0,113.7748,26.0406,1,99.1031,1.0010,0.9976,0.9986,1.3074,0.0000,0.0000,0.0000,65.1934,2409073,0.0000,0,0.0000,0.0000,378415.0000,0.5252,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1196,ED4E388640E811ED8B1900301809E817,4590.4367,6727.2535,20.9346
2022-09-30_AM-Sample_Raw-Lake_Test1,81.6211,81.6211,0.7285,193.3058,193.1438,192.9013,528.2728,525.9882,554.7117,0.3404,0,1574,813,334,7.7576,4.8517,1000.0000,7.7757,4.8970,1000.0000,0.0452,0.5637,0.6108,0.8803,1.6371,39.5850,0.8801,09-30-2022 13:54:21,10.1943,11.8762,10.1943,62.2017,474.6720,2.7839,0.0000,45.0000,0.3583,0.7362,0.0000,0.3592,17.3389,6.2284,1574,81,82,0,0,160.2768,12.7650,2,47.1345,1.0008,0.9979,0.9987,1.1907,0.0000,0.0000,0.0000,34.4747,2409074,0.0000,0,0.0000,0.0000,149378.0000,0.4366,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1416,ED4E3BAB40E811ED8B1900301809E817,554.7117,877.0588,9.7014
2022-09-30_AM-Sample_Raw-Lake_Test1,674.1130,704.5214,0.2347,190.0871,190.0744,190.0664,2183.8859,149600.2216,13166.2734,0.3404,0,1575,443,122,7.6796,4.7839,1000.0000,7.6912,4.8832,1000.0000,0.0994,0.0000,0.0498,0.0593,20.0609,331.4081,0.1746,09-30-2022 13:54:21,29.2969,104.8054,29.9504,59.9252,475.1880,61.0066,0.0000,-90.0000,0.4633,0.6834,0.0000,0.0164,217.9205,3.5721,1575,167,482,0,0,158.7921,148.9250,4,442.9852,1.0001,0.9999,1.0000,1.3367,0.0000,0.0000,0.0000,32.5414,2409075,0.0000,0,0.0000,0.0000,1022939.0000,0.4170,09-30-2022 13:54:21,09-30-2022 13:54:21,0.7205,ED4E3EEA40E811ED8B1900301809E817,13166.2734,602766.8027,41.6990
2022-09-30_AM-Sample_Raw-Lake_Test1,86.7689,92.0377,0.5363,199.4283,199.0956,198.7365,443.9305,606.7265,608.0086,0.3404,0,1576,133,1743,7.7308,4.8066,1000.0000,7.7442,4.8658,1000.0000,0.0592,0.3574,0.4142,0.7052,2.4141,45.6728,0.7922,09-30-2022 13:54:21,10.5108,13.8146,10.8252,68.1883,475.3440,5.3989,-70.0000,45.0000,0.5413,0.6488,0.0000,0.1852,25.4457,4.7131,1576,88,84,0,0,162.1129,16.5094,1,60.3175,1.0017,0.9965,0.9982,1.3206,0.0000,0.0000,0.0000,41.7729,2409076,0.0000,0,0.0000,0.0000,159357.0000,0.3231,09-30-2022 13:54:21,09-30-2022 13:54:21,0.2391,ED4E425540E811ED8B1900301809E817,608.0086,1380.4174,10.0418
2022-09-30_AM-Sample_Raw-Lake_Test1,128.9659,128.9659,0.3216,193.1649,193.0832,193.1584,415.8527,989.6793,1101.7323,0.3404,0,1577,709,147,7.7308,4.8066,1000.0000,7.7442,4.8658,1000.0000,0.0592,0.0000,0.1834,0.4126,5.4530,62.2608,0.7017,09-30-2022 13:54:21,12.8142,19.0908,12.8142,70.7621,475.3440,15.0647,60.0000,-35.0000,0.9459,0.5139,0.0000,0.0664,49.3466,3.2756,1577,115,89,0,0,142.1362,25.3598,1,105.2444,1.0004,1.0000,1.0004,1.6904,0.0000,0.0000,0.0000,33.2830,2409076,0.0000,0,0.0000,0.0000,198280.0000,0.1410,09-30-2022 13:54:21,09-30-2022 13:54:21,0.3288,ED4E458740E811ED8B1900301809E817,1101.7323,3643.0802,9.7014
2022-09-30_AM-Sample_Raw-Lake_Test1,129.2764,130.8296,0.7320,201.9349,201.9986,202.0236,736.6555,1049.0491,1105.7138,0.3404,0,1578,236,1324,7.6077,4.6925,1000.0000,7.6185,4.7465,1000.0000,0.0540,0.5515,0.4370,0.8936,2.2885,48.1400,0.8842,09-30-2022 13:54:21,12.8296,14.6183,12.9065,69.7977,476.4070,4.9890,-10.0000,75.0000,0.6962,0.5896,0.0000,0.2004,28.5804,5.7287,1578,84,92,0,0,135.4485,16.8498,1,68.6181,0.9997,1.0004,1.0001,1.4254,0.0000,0.0000,0.0000,47.0793,2409077,0.0000,0,0.0000,0.0000,189357.0000,0.4286,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1224,ED4E49E040E811ED8B1900301809E817,1105.7138,1635.6420,12.7650
2022-09-30_AM-Sample_Raw-Lake_Test1,139.0255,150.7919,0.7721,195.4109,195.0871,194.7601,512.5475,1658.4362,1233.1211,0.3404,0,1579,966,759,7.6365,4.7161,1000.0000,7.6488,4.7793,1000.0000,0.0631,0.1664,0.1830,0.7979,5.4652,54.9287,0.7784,09-30-2022 13:54:21,13.3046,16.7931,13.8562,57.9622,476.8130,15.1034,50.0000,-45.0000,1.9102,0.3436,0.0000,0.0662,52.9986,3.5091,1579,97,93,0,0,166.8331,18.2114,1,113.0152,1.0017,0.9967,0.9983,2.0575,0.0000,0.0000,0.0000,23.5981,2409078,0.0000,0,0.0000,0.0000,248915.0000,0.2616,09-30-2022 13:54:21,09-30-2022 13:54:21,0.2077,ED4E4DAC40E811ED8B1900301809E817,1233.1211,2479.6401,14.8074
2022-09-30_AM-Sample_Raw-Lake_Test1,253.4224,257.3740,0.4912,198.7244,198.7248,198.6102,920.4406,5202.5159,3034.8077,0.3404,0,1580,129,1675,7.7518,4.8304,1000.0000,7.7697,4.8878,1000.0000,0.0574,0.0389,0.1411,0.4505,7.0851,90.5692,0.5448,09-30-2022 13:54:21,17.9629,28.1019,18.1024,73.1502,477.2350,20.2090,-75.0000,30.0000,1.4062,0.4156,0.0000,0.0495,78.2224,3.8707,1580,137,126,0,0,145.2081,32.5082,1,164.1862,1.0000,0.9994,0.9994,1.8128,0.0000,0.0000,0.0000,45.8559,2409079,0.0000,0,0.0000,0.0000,374056.0000,0.4712,09-30-2022 13:54:21,09-30-2022 13:54:21,0.3608,ED4E514840E811ED8B1900301809E817,3034.8077,11620.0016,19.9134
2022-09-30_AM-Sample_Raw-Lake_Test1,92.4438,105.8007,0.6925,197.5890,197.4235,197.2329,588.3950,743.2745,668.6215,0.3404,0,1581,723,1353,7.7094,4.7679,1000.0000,7.7337,4.8306,1000.0000,0.0627,0.3907,0.4714,0.8731,2.1215,43.3842,0.9198,09-30-2022 13:54:21,10.8491,13.0770,11.6065,51.4967,477.5000,4.4395,-20.0000,45.0000,0.5840,0.6313,0.0000,0.2252,24.5330,5.5260,1581,82,88,0,0,175.5188,15.4882,1,60.1181,1.0008,0.9982,0.9990,1.3857,0.0000,0.0000,0.0000,29.8980,2409080,0.0000,0,0.0000,0.0000,182364.0000,0.2457,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1704,ED4E705140E811ED8B1900301809E817,668.6215,1170.9175,10.0418
2022-09-30_AM-Sample_Raw-Lake_Test1,261.7555,262.7177,0.1471,198.6624,198.6311,198.6613,1013.4362,2587.3540,3185.7197,0.3404,0,1582,243,1298,7.7158,4.8095,1000.0000,7.7361,4.8933,1000.0000,0.0839,0.0000,0.1595,0.1630,6.2714,122.5025,0.4731,09-30-2022 13:54:21,18.2559,38.2855,18.2894,50.1161,477.6570,17.6457,-50.0000,45.0000,0.3422,0.7450,0.0000,0.0567,73.7894,4.1817,1582,171,159,0,0,185.1070,54.9746,3,155.9423,1.0002,1.0000,1.0002,1.2730,0.0000,0.0000,0.0000,45.1680,2409081,0.0000,0,0.0000,0.0000,491274.0000,0.2348,09-30-2022 13:54:21,09-30-2022 13:54:21,0.5232,ED4E764E40E811ED8B1900301809E817,3185.7197,29383.4715,13.7862
2022-09-30_AM-Sample_Raw-Lake_Test1,133.3167,133.3167,0.6481,202.1267,202.4683,202.7989,771.4015,1222.9933,1157.9527,0.3404,0,1583,567,1191,7.6974,4.8087,1000.0000,7.7125,4.8401,1000.0000,0.0314,0.3631,0.4492,0.7611,2.2264,52.1120,0.8541,09-30-2022 13:54:21,13.0286,15.8948,13.0286,43.2356,477.9220,4.7855,20.0000,-70.0000,0.4942,0.6693,0.0000,0.2090,28.2281,5.8987,1583,85,95,0,0,168.3883,18.8922,1,68.2535,0.9983,1.0033,1.0016,1.3097,0.0000,0.0000,0.0000,62.9683,2409082,0.0000,0,0.0000,0.0000,241974.0000,0.3499,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1803,ED4E822840E811ED8B1900301809E817,1157.9527,2102.6303,12.4246
2022-09-30_AM-Sample_Raw-Lake_Test1,135.7025,138.1944,0.5021,197.7336,197.8582,197.9055,724.1523,983.2785,1189.1750,0.3404,0,1584,370,1745,7.7393,4.8224,1000.0000,7.7566,4.8800,1000.0000,0.0576,0.2194,0.3856,0.7168,2.5936,52.6648,0.8615,09-30-2022 13:54:21,13.1447,16.0366,13.2648,102.9534,478.0790,5.9808,5.0000,-90.0000,0.6104,0.6210,0.0000,0.1672,32.0690,5.3620,1584,76,102,0,0,135.8199,19.9134,1,74.8621,0.9994,1.0009,1.0002,1.4215,0.0000,0.0000,0.0000,56.2254,2409083,0.0000,0,0.0000,0.0000,198297.0000,0.3232,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1803,ED4E889F40E811ED8B1900301809E817,1189.1750,2159.4210,10.7226
2022-09-30_AM-Sample_Raw-Lake_Test1,248.0862,255.0241,0.5361,199.4402,199.3575,199.1991,1071.5003,2939.1949,2939.4612,0.3404,0,1585,172,1810,7.6140,4.6894,1000.0000,7.6306,4.7888,1000.0000,0.0995,0.3061,0.1892,0.6893,5.2864,80.3523,0.6809,09-30-2022 13:54:21,17.7728,24.9059,18.0196,65.2350,479.2660,14.5390,-40.0000,45.0000,1.2182,0.4508,0.0000,0.0688,66.0679,4.5442,1585,110,123,0,0,147.4715,29.7850,4,141.2242,1.0004,0.9988,0.9992,1.7576,0.0000,0.0000,0.0000,45.4943,2409084,0.0000,0,0.0000,0.0000,372513.0000,0.5221,09-30-2022 13:54:21,09-30-2022 13:54:21,0.2864,ED4E902740E811ED8B1900301809E817,2939.4612,8089.2282,17.8710
2022-09-30_AM-Sample_Raw-Lake_Test1,80.7148,80.7148,0.6035,199.5070,199.7595,199.9166,707.7509,410.8010,545.4984,0.3404,0,1586,452,854,7.6741,4.7958,1000.0000,7.6800,4.8407,1000.0000,0.0449,0.5922,0.7533,0.8726,1.3274,37.7597,0.9877,09-30-2022 13:54:21,10.1375,11.3088,10.1375,57.4727,479.4690,1.5065,-20.0000,80.0000,0.0000,1.1129,0.0000,0.6638,12.6932,8.4258,1586,69,85,0,0,156.1517,14.1266,1,42.2379,0.9987,1.0021,1.0008,1.1186,0.0000,0.0000,0.0000,70.0296,2409085,0.0000,0,0.0000,0.0000,144128.0000,0.8554,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1036,ED4E979140E811ED8B1900301809E817,545.4984,757.2745,7.6590
2022-09-30_AM-Sample_Raw-Lake_Test1,102.7325,106.0055,0.6683,204.0640,204.1175,204.1667,893.4639,715.8449,783.2955,0.3404,0,1587,1023,1427,7.6614,4.7588,1000.0000,7.6764,4.8111,1000.0000,0.0523,0.5767,0.7057,0.8714,1.4171,43.3762,0.9552,09-30-2022 13:54:21,11.4369,13.0676,11.6177,68.0000,479.6720,1.9353,-80.0000,10.0000,0.0467,0.9554,0.0000,0.5167,16.2116,8.3768,1587,88,78,0,0,168.6474,15.4882,1,49.1769,0.9997,1.0005,1.0002,1.1337,0.0000,0.0000,0.0000,37.0025,2409086,0.0000,0,0.0000,0.0000,192258.0000,0.5956,09-30-2022 13:54:21,09-30-2022 13:54:21,0.1248,ED4E9E8F40E811ED8B1900301809E817,783.2955,1168.3794,10.7226
